# composition,0.465LiF-0.115NaF-0.42KF
# source,Frandsen, 2020
# temperature_K,873
# raw_file,0.465LiF-0.115NaF-0.42KF_Frandsen_2020_873.0_AP.csv
# savgol,True
# grid_points,2000
r (A),F-F,K-F,K-K,K-Li,K-Na,Li-F,Li-Li,Li-Na,Na-F,Na-Na
0.08435311247923963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08683408637568785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08931506027213608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0917960341685843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09427700806503252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09675798196148075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09923895585792897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1017199297543772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10420090365082542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10668187754727364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10916285144372187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11164382534017009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11412479923661832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11660577313306654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11908674702951477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12156772092596299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12404869482241121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12652966871885943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12901064261530767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1314916165117559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1339725904082041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13645356430465233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13893453820110055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1414155120975488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14389648599399701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14637745989044523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14885843378689345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15133940768334167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15382038157978992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15630135547623814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15878232937268635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16126330326913457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1637442771655828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16622525106203104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16870622495847926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17118719885492747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1736681727513757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1761491466478239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17863012054427216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18111109444072038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1835920683371686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18607304223361681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18855401613006503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19103499002651328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1935159639229615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19599693781940972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19847791171585794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20095888561230615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2034398595087544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20592083340520262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20840180730165084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21088278119809906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21336375509454727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21584472899099552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21832570288744374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22080667678389196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22328765068034018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2257686245767884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22824959847323664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23073057236968486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23321154626613308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2356925201625813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23817349405902954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24065446795547776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24313544185192598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2456164157483742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24809738964482242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25057836354127067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25305933743771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2555403113341671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25802128523061535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26050225912706354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2629832330235118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26546420691996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2679451808164082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27042615471285647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27290712860930466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2753881025057529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2778690764022011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28035005029864934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2828310241950976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2853119980915458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28779297198799403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2902739458844422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29275491978089047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2952358936773387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2977168675737869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30019784147023515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30267881536668334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3051597892631316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30764076315957983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.310121737056028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31260271095247627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31508368484892446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3175646587453727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32004563264182095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32252660653826914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3250075804347174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3274885543311656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32996952822761383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3324505021240621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33493147602051027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3374124499169585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3398934238134067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34237439770985495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3448553716063032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3473363455027514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34981731939919963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3522982932956478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35477926719209607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3572602410885443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3597412149849925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36222218888144075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36470316277788895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3671841366743372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36966511057078544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37214608446723363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3746270583636819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37710803226013007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3795890061565783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38206998005302656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38455095394947475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.387031927845923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3895129017423712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39199387563881943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3944748495352677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39695582343171587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3994367973281641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4019177712246123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40439874512106055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4068797190175088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.409360692913957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41184166681040524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41432264070685343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4168036146033017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4192845884997499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4217655623961981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42424653629264636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42672751018909455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4292084840855428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43168945798199104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43417043187843923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4366514057748875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43913237967133567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4416133535677839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44409432746423216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44657530136068035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4490562752571286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4515372491535768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45401822305002504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4564991969464733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4589801708429215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4614611447393697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4639421186358179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46642309253226616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4689040664287144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4713850403251626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47386601422161084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4763469881180591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4788279620145073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4813089359109555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4837899098074037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48627088370385196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4887518576003002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4912328314967484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49371380539319665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49619477928964484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4986757531860931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5011567270825413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5036377009789895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5061186748754377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.508599648771886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5110806226683342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5135615965647824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5160425704612307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5185235443576789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5210045182541271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5234854921505753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5259664660470236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5284474399434718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53092841383992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5334093877363683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5358903616328164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5383713355292646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5408523094257129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5433332833221611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5458142572186093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5482952311150575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5507762050115058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.553257178907954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5557381528044022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5582191267008505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5607001005972987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5631810744937469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5656620483901952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5681430222866434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5706239961830916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5731049700795398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5755859439759881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5780669178724362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5805478917688844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5830288656653327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5855098395617809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5879908134582291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5904717873546774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5929527612511256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5954337351475738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.597914709044022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6003956829404703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6028766568369185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6053576307333667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.607838604629815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6103195785262632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6128005524227114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6152815263191597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6177625002156079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.620243474112056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6227244480085042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6252054219049525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6276863958014007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6301673696978489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6326483435942972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6351293174907454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6376102913871936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6400912652836419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6425722391800901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6450532130765383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6475341869729866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6500151608694348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.652496134765883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6549771086623312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6574580825587795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6599390564552277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6624200303516758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6649010042481242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6673819781445723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6698629520410205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6723439259374688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.674824899833917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6773058737303652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6797868476268134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6822678215232617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6847487954197099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6872297693161581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6897107432126064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
