r (A),g(r)_weighted_U-F,g(r)_weighted_U-U,g(r)_weighted_F-F,S_i_U-F,Average_SCL,lambda_BC
0.16876099030115058,0.0,0.0,0.0,1.0,4.193369013535981,0
0.1737245488394197,0.0,0.0,0.0,1.0,4.193369013535981,0
0.17868810737768887,0.0,0.0,0.0,1.0,4.193369013535981,0
0.183651665915958,0.0,0.0,0.0,1.0,4.193369013535981,0
0.18861522445422713,0.0,0.0,0.0,1.0,4.193369013535981,0
0.19357878299249626,0.0,0.0,0.0,1.0,4.193369013535981,0
0.1985423415307654,0.0,0.0,0.0,1.0,4.193369013535981,0
0.20350590006903452,0.0,0.0,0.0,1.0,4.193369013535981,0
0.20846945860730368,0.0,0.0,0.0,1.0,4.193369013535981,0
0.2134330171455728,0.0,0.0,0.0,1.0,4.193369013535981,0
0.21839657568384194,0.0,0.0,0.0,1.0,4.193369013535981,0
0.22336013422211107,0.0,0.0,0.0,1.0,4.193369013535981,0
0.2283236927603802,0.0,0.0,0.0,1.0,4.193369013535981,0
0.23328725129864933,0.0,0.0,0.0,1.0,4.193369013535981,0
0.2382508098369185,0.0,0.0,0.0,1.0,4.193369013535981,0
0.24321436837518762,0.0,0.0,0.0,1.0,4.193369013535981,0
0.24817792691345675,0.0,0.0,0.0,1.0,4.193369013535981,0
0.2531414854517259,0.0,0.0,0.0,1.0,4.193369013535981,0
0.258105043989995,0.0,0.0,0.0,1.0,4.193369013535981,0
0.26306860252826414,0.0,0.0,0.0,1.0,4.193369013535981,0
0.26803216106653327,0.0,0.0,0.0,1.0,4.193369013535981,0
0.2729957196048024,0.0,0.0,0.0,1.0,4.193369013535981,0
0.27795927814307153,0.0,0.0,0.0,1.0,4.193369013535981,0
0.28292283668134066,0.0,0.0,0.0,1.0,4.193369013535981,0
0.28788639521960985,0.0,0.0,0.0,1.0,4.193369013535981,0
0.292849953757879,0.0,0.0,0.0,1.0,4.193369013535981,0
0.2978135122961481,0.0,0.0,0.0,1.0,4.193369013535981,0
0.30277707083441724,0.0,0.0,0.0,1.0,4.193369013535981,0
0.30774062937268637,0.0,0.0,0.0,1.0,4.193369013535981,0
0.3127041879109555,0.0,0.0,0.0,1.0,4.193369013535981,0
0.31766774644922463,0.0,0.0,0.0,1.0,4.193369013535981,0
0.32263130498749376,0.0,0.0,0.0,1.0,4.193369013535981,0
0.3275948635257629,0.0,0.0,0.0,1.0,4.193369013535981,0
0.332558422064032,0.0,0.0,0.0,1.0,4.193369013535981,0
0.33752198060230115,0.0,0.0,0.0,1.0,4.193369013535981,0
0.3424855391405703,0.0,0.0,0.0,1.0,4.193369013535981,0
0.3474490976788394,0.0,0.0,0.0,1.0,4.193369013535981,0
0.3524126562171086,0.0,0.0,0.0,1.0,4.193369013535981,0
0.35737621475537773,0.0,0.0,0.0,1.0,4.193369013535981,0
0.36233977329364686,0.0,0.0,0.0,1.0,4.193369013535981,0
0.367303331831916,0.0,0.0,0.0,1.0,4.193369013535981,0
0.3722668903701851,0.0,0.0,0.0,1.0,4.193369013535981,0
0.37723044890845425,0.0,0.0,0.0,1.0,4.193369013535981,0
0.3821940074467234,0.0,0.0,0.0,1.0,4.193369013535981,0
0.3871575659849925,0.0,0.0,0.0,1.0,4.193369013535981,0
0.39212112452326164,0.0,0.0,0.0,1.0,4.193369013535981,0
0.3970846830615308,0.0,0.0,0.0,1.0,4.193369013535981,0
0.4020482415997999,0.0,0.0,0.0,1.0,4.193369013535981,0
0.40701180013806904,0.0,0.0,0.0,1.0,4.193369013535981,0
0.41197535867633817,0.0,0.0,0.0,1.0,4.193369013535981,0
0.41693891721460735,0.0,0.0,0.0,1.0,4.193369013535981,0
0.4219024757528765,0.0,0.0,0.0,1.0,4.193369013535981,0
0.4268660342911456,0.0,0.0,0.0,1.0,4.193369013535981,0
0.43182959282941474,0.0,0.0,0.0,1.0,4.193369013535981,0
0.4367931513676839,0.0,0.0,0.0,1.0,4.193369013535981,0
0.441756709905953,0.0,0.0,0.0,1.0,4.193369013535981,0
0.44672026844422213,0.0,0.0,0.0,1.0,4.193369013535981,0
0.45168382698249127,0.0,0.0,0.0,1.0,4.193369013535981,0
0.4566473855207604,0.0,0.0,0.0,1.0,4.193369013535981,0
0.4616109440590295,0.0,0.0,0.0,1.0,4.193369013535981,0
0.46657450259729866,0.0,0.0,0.0,1.0,4.193369013535981,0
0.4715380611355678,0.0,0.0,0.0,1.0,4.193369013535981,0
0.476501619673837,0.0,0.0,0.0,1.0,4.193369013535981,0
0.4814651782121061,0.0,0.0,0.0,1.0,4.193369013535981,0
0.48642873675037523,0.0,0.0,0.0,1.0,4.193369013535981,0
0.49139229528864437,0.0,0.0,0.0,1.0,4.193369013535981,0
0.4963558538269135,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5013194123651826,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5062829709034518,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5112465294417209,0.0,0.0,0.0,1.0,4.193369013535981,0
0.51621008797999,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5211736465182591,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5261372050565283,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5311007635947974,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5360643221330665,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5410278806713357,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5459914392096048,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5509549977478739,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5559185562861431,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5608821148244122,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5658456733626813,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5708092319009505,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5757727904392197,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5807363489774888,0.0,0.0,0.0,1.0,4.193369013535981,0
0.585699907515758,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5906634660540271,0.0,0.0,0.0,1.0,4.193369013535981,0
0.5956270245922962,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6005905831305653,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6055541416688345,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6105177002071036,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6154812587453727,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6204448172836419,0.0,0.0,0.0,1.0,4.193369013535981,0
0.625408375821911,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6303719343601801,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6353354928984493,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6402990514367184,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6452626099749875,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6502261685132567,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6551897270515258,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6601532855897949,0.0,0.0,0.0,1.0,4.193369013535981,0
0.665116844128064,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6700804026663332,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6750439612046023,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6800075197428714,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6849710782811406,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6899346368194097,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6948981953576788,0.0,0.0,0.0,1.0,4.193369013535981,0
0.6998617538959481,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7048253124342172,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7097888709724863,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7147524295107555,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7197159880490246,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7246795465872937,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7296431051255629,0.0,0.0,0.0,1.0,4.193369013535981,0
0.734606663663832,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7395702222021011,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7445337807403702,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7494973392786394,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7544608978169085,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7594244563551776,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7643880148934468,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7693515734317159,0.0,0.0,0.0,1.0,4.193369013535981,0
0.774315131969985,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7792786905082542,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7842422490465233,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7892058075847924,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7941693661230615,0.0,0.0,0.0,1.0,4.193369013535981,0
0.7991329246613307,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8040964831995998,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8090600417378689,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8140236002761381,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8189871588144072,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8239507173526763,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8289142758909456,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8338778344292147,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8388413929674838,0.0,0.0,0.0,1.0,4.193369013535981,0
0.843804951505753,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8487685100440221,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8537320685822912,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8586956271205604,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8636591856588295,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8686227441970986,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8735863027353677,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8785498612736369,0.0,0.0,0.0,1.0,4.193369013535981,0
0.883513419811906,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8884769783501751,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8934405368884443,0.0,0.0,0.0,1.0,4.193369013535981,0
0.8984040954267134,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9033676539649825,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9083312125032517,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9132947710415208,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9182583295797899,0.0,0.0,0.0,1.0,4.193369013535981,0
0.923221888118059,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9281854466563282,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9331490051945973,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9381125637328664,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9430761222711356,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9480396808094047,0.0,0.0,0.0,1.0,4.193369013535981,0
0.953003239347674,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9579667978859431,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9629303564242122,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9678939149624813,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9728574735007505,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9778210320390196,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9827845905772887,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9877481491155579,0.0,0.0,0.0,1.0,4.193369013535981,0
0.992711707653827,0.0,0.0,0.0,1.0,4.193369013535981,0
0.9976752661920961,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0026388247303653,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0076023832686343,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0125659418069035,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0175295003451728,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0224930588834418,0.0,0.0,0.0,1.0,4.193369013535981,0
1.027456617421711,0.0,0.0,0.0,1.0,4.193369013535981,0
1.03242017595998,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0373837344982493,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0423472930365183,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0473108515747875,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0522744101130566,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0572379686513258,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0622015271895948,0.0,0.0,0.0,1.0,4.193369013535981,0
1.067165085727864,0.0,0.0,0.0,1.0,4.193369013535981,0
1.072128644266133,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0770922028044023,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0820557613426713,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0870193198809406,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0919828784192096,0.0,0.0,0.0,1.0,4.193369013535981,0
1.0969464369574788,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1019099954957479,0.0,0.0,0.0,1.0,4.193369013535981,0
1.106873554034017,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1118371125722861,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1168006711105554,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1217642296488244,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1267277881870936,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1316913467253626,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1366549052636319,0.0,0.0,0.0,1.0,4.193369013535981,0
1.141618463801901,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1465820223401701,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1515455808784394,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1565091394167084,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1614726979549777,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1664362564932467,0.0,0.0,0.0,1.0,4.193369013535981,0
1.171399815031516,0.0,0.0,0.0,1.0,4.193369013535981,0
1.176363373569785,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1813269321080542,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1862904906463232,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1912540491845924,0.0,0.0,0.0,1.0,4.193369013535981,0
1.1962176077228615,0.0,0.0,0.0,1.0,4.193369013535981,0
1.2011811662611307,0.0,0.0,0.0,1.0,4.193369013535981,0
1.2061447247993997,0.0,0.0,0.0,1.0,4.193369013535981,0
1.211108283337669,0.0,0.0,0.0,1.0,4.193369013535981,0
1.216071841875938,0.0,0.0,0.0,1.0,4.193369013535981,0
1.2210354004142072,0.0,0.0,0.0,1.0,4.193369013535981,0
1.2259989589524762,0.0,0.0,0.0,1.0,4.193369013535981,0
1.2309625174907455,1.458990078572789e-17,0.0,0.0,1.0,4.193369013535981,0
1.2359260760290145,3.033536697553169e-17,0.0,0.0,1.0,4.193369013535981,0
1.2408896345672837,4.608083316533619e-17,0.0,0.0,1.0,4.193369013535981,0
1.2458531931055528,6.182629935514e-17,0.0,0.0,1.0,4.193369013535981,0
1.250816751643822,7.757176554494448e-17,0.0,0.0,1.0,4.193369013535981,0
1.255780310182091,9.33172317347483e-17,0.0,0.0,1.0,4.193369013535981,0
1.2607438687203603,1.0906269792455277e-16,0.0,0.0,1.0,4.193369013535981,0
1.2657074272586293,1.2480816411435657e-16,0.0,0.0,1.0,4.193369013535981,0
1.2706709857968985,1.4055363030416107e-16,0.0,0.0,1.0,4.193369013535981,0
1.2756345443351678,1.5629909649396557e-16,0.0,0.0,1.0,4.193369013535981,0
1.2805981028734368,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.285561661411706,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.290525219949975,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.2954887784882443,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3004523370265133,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3054158955647825,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3103794541030516,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3153430126413208,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3203065711795898,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.325270129717859,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.330233688256128,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3351972467943973,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3401608053326663,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3451243638709356,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3500879224092046,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3550514809474739,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3600150394857429,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3649785980240121,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3699421565622811,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3749057151005504,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3798692736388194,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3848328321770886,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3897963907153577,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.394759949253627,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.3997235077918961,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4046870663301652,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4096506248684344,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4146141834067034,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4195777419449727,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4245413004832417,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.429504859021511,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.43446841755978,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4394319760980492,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4443955346363182,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4493590931745874,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4543226517128565,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4592862102511257,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4642497687893947,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.469213327327664,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.474176885865933,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4791404444042022,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4841040029424712,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4890675614807405,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4940311200190095,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.4989946785572787,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5039582370955478,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.508921795633817,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.513885354172086,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5188489127103553,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5238124712486243,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5287760297868935,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5337395883251628,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5387031468634318,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.543666705401701,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.54863026393997,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5535938224782393,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5585573810165083,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5635209395547776,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5684844980930466,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5734480566313158,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5784116151695848,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.583375173707854,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.588338732246123,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5933022907843923,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.5982658493226614,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.6032294078609306,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.6081929663991996,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.6131565249374689,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.6181200834757379,1.6914285714285713e-16,0.0,0.0,1.0,4.193369013535981,0
1.6230836420140071,2.9627929746317512e-05,0.0,0.0,1.0,4.193369013535981,0
1.6280472005522761,0.0004044471810061954,0.0,0.0,1.0,4.193369013535981,0
1.6330107590905454,0.0007792664322660899,0.0,0.0,1.0,4.193369013535981,0
1.6379743176288144,0.0011540856835259676,0.0,0.0,1.0,4.193369013535981,0
1.6429378761670836,0.0015289049347858622,0.0,0.0,1.0,4.193369013535981,0
1.6479014347053527,0.00190372418604574,0.0,0.0,1.0,4.193369013535981,0
1.652864993243622,0.0022785434373056345,0.0,0.0,1.0,4.193369013535981,0
1.6578285517818911,0.002653362688565529,0.0,0.0,1.0,4.193369013535981,0
1.6627921103201602,0.003028181939825407,0.0,0.0,1.0,4.193369013535981,0
1.6677556688584294,0.0034030011910853018,0.0,0.0,1.0,4.193369013535981,0
1.6727192273966984,0.0037778204423451795,0.0,0.0,1.0,4.193369013535981,0
1.6776827859349677,0.004152639693605074,0.0,0.0,1.0,4.193369013535981,0
1.6826463444732367,0.004527458944864952,0.0,0.0,1.0,4.193369013535981,0
1.687609903011506,0.004902278196124847,0.0,0.0,1.0,4.193369013535981,0
1.692573461549775,0.0052770974473847244,0.0,0.0,1.0,4.193369013535981,0
1.6975370200880442,0.005651916698644619,0.0,0.0,1.0,4.193369013535981,0
1.7025005786263132,0.006026735949904497,0.0,0.0,1.0,4.193369013535981,0
1.7074641371645825,0.006401555201164391,0.0,0.0,1.0,4.193369013535981,0
1.7124276957028515,0.006776374452424269,0.0,0.0,1.0,4.193369013535981,0
1.7173912542411207,0.007151193703684163,0.0,0.0,1.0,4.193369013535981,0
1.7223548127793897,0.007526012954944042,0.0,0.0,1.0,4.193369013535981,0
1.727318371317659,0.007900832206203936,0.0,0.0,1.0,4.193369013535981,0
1.732281929855928,0.008275651457463814,0.0,0.0,1.0,4.193369013535981,0
1.7372454883941972,0.008650470708723709,0.0,0.0,1.0,4.193369013535981,0
1.7422090469324663,0.009025289959983586,0.0,0.0,1.0,4.193369013535981,0
1.7471726054707355,0.009400109211243481,0.0,0.0,1.0,4.193369013535981,0
1.7521361640090045,0.009774928462503359,0.0,0.0,1.0,4.193369013535981,0
1.7570997225472738,0.010149747713763252,0.0,0.0,1.0,4.193369013535981,0
1.7620632810855428,0.010524566965023132,0.0,0.0,1.0,4.193369013535981,0
1.767026839623812,0.010899386216283025,0.0,0.0,1.0,4.193369013535981,0
1.771990398162081,0.011274205467542903,0.0,0.0,1.0,4.193369013535981,0
1.7769539567003503,0.011649024718802798,0.0,0.0,1.0,4.193369013535981,0
1.7819175152386195,0.012023843970062693,0.0,0.0,1.0,4.193369013535981,0
1.7868810737768885,0.01239866322132257,0.0,0.0,1.0,4.193369013535981,0
1.7918446323151578,0.012773482472582464,0.0,0.0,1.0,4.193369013535981,0
1.7968081908534268,0.013148301723842343,0.0,0.0,1.0,4.193369013535981,0
1.801771749391696,0.013523120975102238,0.0,0.0,1.0,4.193369013535981,0
1.806735307929965,0.013897940226362116,0.0,0.0,1.0,4.193369013535981,0
1.8116988664682343,0.014272759477622009,0.0,0.0,1.0,4.193369013535981,0
1.8166624250065033,0.014647578728881887,0.0,0.0,1.0,4.193369013535981,0
1.8216259835447726,0.015022397980141784,0.0,0.0,1.0,4.193369013535981,0
1.8265895420830416,0.015397217231401661,0.0,0.00010252983956575208,1.0,4.193369013535981,0
1.8315531006213108,0.015772036482661556,0.0,0.0013586576647733693,1.0,4.193369013535981,0
1.8365166591595798,0.016146855733921432,0.0,0.0026147854899809305,1.0,4.193369013535981,0
1.841480217697849,0.016521674985181325,0.0,0.003870913315188548,1.0,4.193369013535981,0
