r (A),g(r)_weighted_Be-F,g(r)_weighted_Li-F,g(r)_weighted_Be-Li,g(r)_weighted_Li-Li,g(r)_weighted_Be-Be,g(r)_weighted_F-F,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
0.14424581224712357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.14921980577288643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.15419379929864932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.1591677928244122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.1641417863501751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.16911577987593798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.17408977340170084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.17906376692746373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.18403776045322662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.1890117539789895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.19398574750475236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.19895974103051525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.20393373455627814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.20890772808204103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.21388172160780392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.21885571513356677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.22382970865932966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.22880370218509255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.23377769571085544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.23875168923661833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.24372568276238119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.24869967628814407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.25367366981390693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.2586476633396698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.2636216568654327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.2685956503911956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.2735696439169585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.27854363744272137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.28351763096848426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.28849162449424715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.29346561802001003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.29843961154577286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.30341360507153575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.30838759859729864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3133615921230615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3183355856488244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3233095791745873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3282835727003502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3332575662261131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.33823155975187597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3432055532776388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3481795468034017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3531535403291646,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.35812753385492746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.36310152738069035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.36807552090645324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3730495144322161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.378023507957979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3829975014837419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.38797149500950473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3929454885352676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.3979194820610305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.4028934755867934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.4078674691125563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.41284146263831917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.41781545616408206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.42278944968984494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.42776344321560783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.43273743674137066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.43771143026713355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.44268542379289644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.4476594173186593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.4526334108444222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.4576074043701851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.462581397895948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.4675553914217109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.47252938494747376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.47750337847323665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.4824773719989995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.48745136552476237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.49242535905052526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.49739935257628815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.502373346102051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5073473396278139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5123213331535768,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5172953266793396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5222693202051025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5272433137308654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5322173072566283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5371913007823912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5421652943081541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.547139287833917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5521132813596799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5570872748854427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5620612684112056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5670352619369685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5720092554627314,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5769832489884943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5819572425142572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5869312360400201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5919052295657828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.5968792230915457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6018532166173086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6068272101430715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6118012036688344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6167751971945973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6217491907203602,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.626723184246123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6316971777718859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6366711712976488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6416451648234117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6466191583491746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6515931518749375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6565671454007004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6615411389264633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6665151324522262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.671489125977989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6764631195037519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6814371130295148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6864111065552776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6913851000810405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.6963590936068034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7013330871325663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7063070806583291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.711281074184092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7162550677098549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7212290612356178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7262030547613807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7311770482871436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7361510418129065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7411250353386694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7460990288644322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7510730223901951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.756047015915958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7610210094417209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7659950029674838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7709689964932467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7759429900190095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7809169835447723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7858909770705352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.7908649705962981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.795838964122061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8008129576478239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8057869511735868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8107609446993497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8157349382251126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8207089317508754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8256829252766383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8306569188024012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8356309123281641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.840604905853927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8455788993796899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8505528929054528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8555268864312157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8605008799569785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8654748734827413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8704488670085042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8754228605342671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.88039685406003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8853708475857929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8903448411115558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.8953188346373187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9002928281630815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9052668216888444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9102408152146073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9152148087403702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9201888022661331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.925162795791896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9301367893176589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9351107828434218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9400847763691846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9450587698949475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9500327634207104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9550067569464733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9599807504722361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.964954743997999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9699287375237619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9749027310495247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9798767245752876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9848507181010505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9898247116268134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9947987051525763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
0.9997726986783392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.004746692204102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0097206857298648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0146946792556277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0196686727813906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0246426663071535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0296166598329164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0345906533586793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0395646468844422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.044538640410205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.049512633935968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0544866274617308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0594606209874937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0644346145132566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0694086080390195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0743826015647824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0793565950905453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0843305886163082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.089304582142071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.094278575667834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.0992525691935968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1042265627193597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1092005562451226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1141745497708855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1191485432966484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1241225368224113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1290965303481741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.134070523873937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1390445173997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1440185109254628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1489925044512257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1539664979769886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1589404915027515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1639144850285144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1688884785542772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1738624720800401,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.178836465605803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1838104591315657,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1887844526573286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1937584461830915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.1987324397088543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.2037064332346172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.2086804267603801,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.213654420286143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.218628413811906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.2236024073376688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.2285764008634317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.2335503943891946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
1.2385243879149574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0877796346244444,1.90187
