r (A),g(r)_weighted_Be-Be,g(r)_weighted_Be-F,g(r)_weighted_Be-Li,g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
0.2238297086593296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2288037021850925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2337776957108554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2387516892366183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2437256827623811,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.248699676288144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2536736698139069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2586476633396698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2636216568654327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2685956503911956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2735696439169585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2785436374427213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2835176309684842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2884916244942471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.29346561802001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.2984396115457728,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3034136050715357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3083875985972986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3133615921230615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3183355856488244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3233095791745873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3282835727003502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3332575662261131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3382315597518759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3432055532776388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3481795468034017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3531535403291646,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3581275338549274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3631015273806903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3680755209064532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3730495144322161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.378023507957979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3829975014837419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3879714950095047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3929454885352676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.3979194820610305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4028934755867934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4078674691125563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4128414626383191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.417815456164082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4227894496898449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4277634432156078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4327374367413706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4377114302671335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4426854237928964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4476594173186593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4526334108444222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4576074043701851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.462581397895948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4675553914217109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4725293849474737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4775033784732366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4824773719989995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4874513655247623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4924253590505252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.4973993525762881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.502373346102051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5073473396278139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5123213331535768,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5172953266793396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5222693202051025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5272433137308654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5322173072566283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5371913007823912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5421652943081541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.547139287833917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5521132813596799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5570872748854427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5620612684112056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5670352619369685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5720092554627314,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5769832489884943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5819572425142572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5869312360400201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5919052295657828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.5968792230915457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6018532166173086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6068272101430715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6118012036688344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6167751971945973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6217491907203602,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.626723184246123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6316971777718859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6366711712976488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6416451648234117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6466191583491746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6515931518749375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6565671454007004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6615411389264633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6665151324522262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.671489125977989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6764631195037519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6814371130295148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6864111065552776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6913851000810405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.6963590936068034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7013330871325663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7063070806583291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.711281074184092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7162550677098549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7212290612356178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7262030547613807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7311770482871436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7361510418129065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7411250353386694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7460990288644322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7510730223901951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.756047015915958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7610210094417209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7659950029674838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7709689964932467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7759429900190095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7809169835447723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7858909770705352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.7908649705962981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.795838964122061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8008129576478239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8057869511735868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8107609446993497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8157349382251126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8207089317508754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8256829252766383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8306569188024012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8356309123281641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.840604905853927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8455788993796899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8505528929054528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8555268864312157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8605008799569785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8654748734827413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8704488670085042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8754228605342671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.88039685406003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8853708475857929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8903448411115558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.8953188346373187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9002928281630815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9052668216888444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9102408152146072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9152148087403702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9201888022661332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.925162795791896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9301367893176588,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9351107828434218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9400847763691846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9450587698949476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9500327634207104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9550067569464732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.959980750472236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.964954743997999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.969928737523762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9749027310495249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9798767245752876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9848507181010504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9898247116268134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9947987051525764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
0.9997726986783392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.004746692204102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0097206857298648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0146946792556275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0196686727813906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0246426663071535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0296166598329164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0345906533586793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0395646468844422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.044538640410205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.049512633935968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0544866274617308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0594606209874935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0644346145132566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0694086080390195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0743826015647824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0793565950905453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0843305886163082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.089304582142071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.094278575667834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.0992525691935968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1042265627193597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1092005562451226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1141745497708857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1191485432966484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1241225368224113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.129096530348174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.134070523873937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1390445173997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1440185109254628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1489925044512257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1539664979769886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1589404915027517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1639144850285144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1688884785542772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.17386247208004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.178836465605803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1838104591315657,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1887844526573286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1937584461830917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.1987324397088543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.2037064332346172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.20868042676038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.213654420286143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.218628413811906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.2236024073376688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.2285764008634317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.2335503943891946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
1.2385243879149574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4792268487577505,1.90187
