r (A),g(r)_weighted_U-U,g(r)_weighted_Na-U,g(r)_weighted_U-Cl,g(r)_weighted_Na-Na,g(r)_weighted_Na-Cl,g(r)_weighted_Cl-Cl,S_i_U-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
0.19560780390195096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.19959979989994997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.20359179589794896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.20758379189594797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.21157578789394696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.21556778389194597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.21955977988994496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.22355177588794395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.22754377188594296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.23153576788394195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.23552776388194097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.23951975987993995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.24351175587793897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.24750375187593796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.25149574787393697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.25548774387193596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.25947973986993494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.26347173586793393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.267463731865933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.27145572786393196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.27544772386193095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.27943971985992994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.283431715857929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.28742371185592797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.29141570785392695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.29540770385192594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.2993996998499249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.30339169584792397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.30738369184592296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.31137568784392194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.31536768384192093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.31935967983992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.32335167583791896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.32734367183591795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.33133566783391694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.3353276638319159,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.33931965982991497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.34331165582791395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.34730365182591294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.3512956478239119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.3552876438219109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.35927963981990996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.36327163581790894,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.36726363181590793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.3712556278139069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.37524762381190596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.37923961980990495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.38323161580790394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.3872236118059029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.3912156078039019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.39520760380190095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.39919959979989994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4031915957978989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4071835917958979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.41117558779389696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.41516758379189594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.41915957978989493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4231515757878939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4271435717858929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.43113556778389195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.43512756378189094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4391195597798899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4431115557778889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4471035517758879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.45109554777388694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4550875437718859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4590795397698849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4630715357678839,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.46706353176588294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.47105552776388193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4750475237618809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4790395197598799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4830315157578789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.48702351175587794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4910155077538769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4950075037518759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.4989994997498749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5029914957478739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5069834917458729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5109754877438719,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.514967483741871,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5189594797398699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5229514757378689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5269434717358679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5309354677338669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.534927463731866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5389194597298649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5429114557278639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5469034517258629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5508954477238619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5548874437218609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5588794397198599,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5628714357178589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.566863431715858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5708554277138569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5748474237118559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5788394197098549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5828314157078539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.586823411705853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5908154077038519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5948074037018509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.5987993996998499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6027913956978489,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6067833916958479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6107753876938469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6147673836918459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6187593796898448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6227513756878439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6267433716858429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6307353676838419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6347273636818409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.63871935967984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6427113556778389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6467033516758379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6506953476738369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6546873436718359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6586793396698349,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6626713356678339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6666633316658329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6706553276638318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6746473236618309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6786393196598299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6826313156578289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6866233116558279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6906153076538268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6946073036518259,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.6985992996498249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7025912956478239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7065832916458229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7105752876438218,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7145672836418209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7185592796398199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7225512756378188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7265432716358179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7305352676338169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7345272636318159,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7385192596298149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7425112556278138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7465032516258129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7504952476238119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7544872436218109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7584792396198099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7624712356178088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7664632316158079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7704552276138069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7744472236118058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7784392196098049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7824312156078038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7864232116058029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7904152076038019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7944072036018008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.7983991995997999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8023911955977988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8063831915957979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8103751875937969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8143671835917958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8183591795897949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8223511755877939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8263431715857928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8303351675837919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8343271635817908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8383191595797899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8423111555777889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8463031515757878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8502951475737869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8542871435717858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8582791395697849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8622711355677839,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8662631315657828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8702551275637819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8742471235617808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8782391195597798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8822311155577789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8862231115557778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8902151075537769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8942071035517758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.8981990995497748,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9021910955477739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9061830915457728,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9101750875437719,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9141670835417709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9181590795397698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9221510755377689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9261430715357678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9301350675337668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9341270635317659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9381190595297648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9421110555277639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9461030515257628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9500950475237618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9540870435217609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9580790395197598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9620710355177589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9660630315157578,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9700550275137568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9740470235117559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9780390195097548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9820310155077538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9860230115057529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9900150075037518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9940070035017509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
0.9979989994997498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0019909954977488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0059829914957479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.009974987493747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0139669834917457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0179589794897448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0219509754877438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0259429714857429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.029934967483742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0339269634817407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0379189594797398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0419109554777388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0459029514757379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.049894947473737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0538869434717357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0578789394697348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0618709354677338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.0658629314657329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
1.069854927463732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.938915881401563,0
