r (A),g(r)_weighted_Li-Li,g(r)_weighted_Be-F,g(r)_weighted_Be-Be,g(r)_weighted_F-F,g(r)_weighted_Be-Li,g(r)_weighted_Li-F,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
0.11873498829814907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.12368227947723862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.12862957065632816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.1335768618354177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.13852415301450727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.1434714441935968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.14841873537268635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.1533660265517759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.15831331773086543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.16326060890995497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.16820790008904452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.17315519126813406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.1781024824472236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.18304977362631317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.1879970648054027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.19294435598449225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.1978916471635818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.20283893834267133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.20778622952176087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.21273352070085041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.21768081187993998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.22262810305902953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.22757539423811907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.2325226854172086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.23746997659629815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.2424172677753877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.24736455895447723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.2523118501335668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.2572591413126563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.26220643249174586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.2671537236708354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.27210101484992494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.27704830602901453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.2819955972081041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.2869428883871936,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.29189017956628316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.2968374707453727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.30178476192446224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3067320531035518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3116793442826413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.31662663546173087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3215739266408204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.32652121781990995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3314685089989995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.33641580017808903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.34136309135717857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3463103825362681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.35125767371535765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3562049648944472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3611522560735368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.36609954725262633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3710468384317159,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3759941296108054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.38094142078989496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3858887119689845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.39083600314807404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.3957832943271636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4007305855062531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.40567787668534266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4106251678644322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.41557245904352175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4205197502226113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.42546704140170083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.43041433258079037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.43536162375987997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4403089149389695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.44525620611805905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4502034972971486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.45515078847623813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4600980796553277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4650453708344172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.46999266201350676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4749399531925963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.47988724437168584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4848345355507754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.4897818267298649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.49472911790895446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.499676409088044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5046237002671335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5095709914462231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5145182826253126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5194655738044022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5244128649834917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5293601561625813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5343074473416708,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5392547385207603,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5442020296998499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5491493208789394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5540966120580291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5590439032371186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5639911944162082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5689384855952977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5738857767743872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5788330679534768,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5837803591325663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5887276503116559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5936749414907454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.5986222326698349,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6035695238489245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.608516815028014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6134641062071036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6184113973861931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6233586885652826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6283059797443722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6332532709234617,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6382005621025513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6431478532816408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6480951444607304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6530424356398199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6579897268189094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.662937017997999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6678843091770885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6728316003561781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6777788915352676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6827261827143571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6876734738934467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6926207650725362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.6975680562516258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7025153474307153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7074626386098049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7124099297888944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.717357220967984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7223045121470736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7272518033261631,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7321990945052527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7371463856843422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7420936768634318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7470409680425213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7519882592216108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7569355504007004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7618828415797899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7668301327588795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.771777423937969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7767247151170585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7816720062961481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7866192974752376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7915665886543272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.7965138798334167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8014611710125062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8064084621915958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8113557533706853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8163030445497749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8212503357288644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.826197626907954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8311449180870435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.836092209266133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8410395004452226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8459867916243121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8509340828034017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8558813739824912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8608286651615807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8657759563406703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8707232475197599,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8756705386988495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.880617829877939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8855651210570286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8905124122361181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.8954597034152076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9004069945942972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9053542857733867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9103015769524763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9152488681315658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9201961593106553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9251434504897449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9300907416688344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.935038032847924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9399853240270135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.944932615206103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9498799063851926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9548271975642821,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9597744887433717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9647217799224612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9696690711015508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9746163622806403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9795636534597298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9845109446388194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9894582358179089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.9944055269969985,0.0,0.00013474363404343044,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
0.999352818176088,0.0,0.0004533238275371859,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0043001093551776,0.0,0.0007719040210309413,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.009247400534267,0.0,0.001090484214524697,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0141946917133566,0.0,0.0014090644080184524,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0191419828924462,0.0,0.0017276446015122078,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0240892740715357,0.0,0.002046224795005963,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0290365652506253,0.0,0.0023648049884997186,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0339838564297148,0.0,0.002683385181993474,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0389311476088043,0.0,0.0030019653754872295,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0438784387878939,0.0,0.0033205455689809854,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0488257299669834,0.0,0.0036391257624747405,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.053773021146073,0.0,0.003957705955968496,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0587203123251625,0.0,0.004276286149462251,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.063667603504252,0.0,0.004594866342956007,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0686148946833416,0.0,0.004913446536449762,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0735621858624311,0.0,0.005232026729943519,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0785094770415207,0.0,0.005550606923437273,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0834567682206102,0.0,0.005869187116931029,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0884040593996998,0.0,0.006187767310424784,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0933513505787893,0.0,0.00650634750391854,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.0982986417578788,0.0,0.006824927697412296,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1032459329369684,0.0,0.0071435078909060515,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1081932241160581,0.0,0.007462088084399821,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1131405152951477,0.0,0.007780668277893576,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1180878064742372,0.0,0.008099248471387332,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1230350976533268,0.0,0.008417828664881086,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1279823888324163,0.0,0.008736408858374843,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1329296800115058,0.0,0.009054989051868599,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1378769711905954,0.0,0.009373569245362354,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.142824262369685,0.0,0.009692149438856108,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1477715535487745,0.0,0.010010729632349865,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.152718844727864,0.0,0.01032930982584362,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1576661359069536,0.0,0.010647890019337374,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.162613427086043,0.0,0.010966470212831132,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1675607182651326,0.0,0.011285050406324887,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1725080094442222,0.0,0.011603630599818643,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1774553006233117,0.0,0.011922210793312397,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1824025918024013,0.0,0.012240790986806152,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1873498829814908,0.0,0.012559371180299908,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1922971741605803,0.0,0.012877951373793663,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.1972444653396699,0.0,0.01319653156728742,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2021917565187594,0.0,0.013515111760781174,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.207139047697849,0.0,0.013833691954274932,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2120863388769385,0.0,0.014152272147768687,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.217033630056028,0.0,0.01447085234126244,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2219809212351176,0.0,0.014789432534756198,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2269282124142071,0.0,0.015108012728249952,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2318755035932967,0.0,0.015426592921743709,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2368227947723862,0.0,0.015745173115237463,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2417700859514758,0.0,0.016063753308731218,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2467173771305653,0.0,0.016382333502224976,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2516646683096548,0.0,0.01670091369571873,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2566119594887444,0.0,0.017019493889212485,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.261559250667834,0.0,0.01733807408270624,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2665065418469235,0.0,0.017656654276199994,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.271453833026013,0.0,0.017975234469693752,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
1.2764011242051025,0.0,0.018293814663187507,0.0,0.0,0.0,0.0,1.0,1.0,1.9625651978381615,0
