r (A),g(r)_weighted_U-F,g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Na-F,S_i_U-F,S_i_Li-F,S_i_Na-F,Average_SCL,lambda_BC
0.07366811487143572,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.07650150390495247,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.07933489293846924,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.08216828197198599,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.08500167100550275,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.0878350600390195,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.09066844907253627,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.09350183810605303,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.09633522713956978,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.09916861617308655,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.1020020052066033,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.10483539424012006,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.10766878327363681,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.11050217230715358,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.11333556134067033,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.11616895037418709,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.11900233940770386,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.1218357284412206,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.12466911747473737,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.12750250650825412,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.13033589554177089,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.13316928457528765,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.13600267360880441,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.13883606264232115,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.14166945167583792,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.14450284070935468,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.14733622974287144,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.15016961877638818,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.15300300780990495,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.1558363968434217,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.15866978587693847,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.16150317491045524,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.16433656394397197,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.16716995297748874,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.1700033420110055,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.17283673104452227,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.175670120078039,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.17850350911155577,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.18133689814507253,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.1841702871785893,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.18700367621210606,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.1898370652456228,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.19267045427913956,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.19550384331265633,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.1983372323461731,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.20117062137968983,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2040040104132066,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.20683739944672336,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.20967078848024012,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2125041775137569,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.21533756654727362,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2181709555807904,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.22100434461430715,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.22383773364782392,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.22667112268134065,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.22950451171485742,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.23233790074837418,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.23517128978189095,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2380046788154077,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.24083806784892445,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2436714568824412,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.24650484591595798,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.24933823494947474,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2521716239829915,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.25500501301650824,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.257838402050025,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.26067179108354177,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.26350518011705854,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2663385691505753,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.26917195818409206,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.27200534721760883,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.27483873625112554,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2776721252846423,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.28050551431815907,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.28333890335167583,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2861722923851926,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.28900568141870936,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2918390704522261,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.2946724594857429,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.29750584851925965,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.30033923755277636,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3031726265862931,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3060060156198099,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.30883940465332665,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3116727936868434,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3145061827203602,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.31733957175387695,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3201729607873937,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3230063498209105,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3258397388544272,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.32867312788794395,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3315065169214607,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3343399059549775,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.33717329498849424,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.340006684022011,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.34284007305552777,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.34567346208904454,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3485068511225613,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.351340240156078,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3541736291895948,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.35700701822311154,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3598404072566283,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.36267379629014507,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.36550718532366183,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3683405743571786,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.37117396339069536,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3740073524242121,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.37684074145772883,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3796741304912456,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.38250751952476236,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3853409085582791,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3881742975917959,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.39100768662531266,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3938410756588294,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.3966744646923462,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.39950785372586295,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.40234124275937966,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4051746317928964,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4080080208264132,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.41084140985992995,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4136747988934467,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4165081879269635,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.41934157696048024,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.422174965993997,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4250083550275138,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4278417440610305,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.43067513309454725,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.433508522128064,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4363419111615808,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.43917530019509754,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4420086892286143,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.44484207826213107,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.44767546729564783,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4505088563291646,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4533422453626813,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.45617563439619807,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.45900902342971484,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4618424124632316,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.46467580149674836,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.46750919053026513,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4703425795637819,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.47317596859729866,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4760093576308154,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4788427466643322,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4816761356978489,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.48450952473136566,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4873429137648824,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4901763027983992,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.49300969183191595,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4958430808654327,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.4986764698989495,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5015098589324662,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.504343247965983,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5071766369994998,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5100100260330165,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5128434150665333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.51567680410005,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5185101931335667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5213435821670835,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5241769712006003,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5270103602341171,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5298437492676338,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5326771383011506,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5355105273346673,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5383439163681841,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5411773054017008,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5440106944352177,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5468440834687344,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5496774725022511,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5525108615357679,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5553442505692846,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5581776396028014,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5610110286363181,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.563844417669835,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5666778067033517,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5695111957368685,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5723445847703852,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5751779738039019,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5780113628374187,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5808447518709354,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5836781409044522,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.586511529937969,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5893449189714858,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5921783080050025,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.5950116970385193,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.597845086072036,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6006784751055527,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6035118641390695,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6063452531725863,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6091786422061031,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6120120312396198,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6148454202731366,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6176788093066533,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6205121983401701,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6233455873736868,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6261789764072035,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6290123654407204,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6318457544742371,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6346791435077539,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6375125325412706,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6403459215747874,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6431793106083041,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.646012699641821,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6488460886753377,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6516794777088544,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6545128667423712,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6573462557758879,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6601796448094047,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6630130338429214,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6658464228764382,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.668679811909955,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6715132009434718,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6743465899769885,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6771799790105052,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.680013368044022,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6828467570775387,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6856801461110555,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6885135351445723,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6913469241780891,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6941803132116058,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6970137022451226,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.6998470912786393,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.702680480312156,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7055138693456728,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7083472583791895,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7111806474127064,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7140140364462231,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7168474254797399,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7196808145132566,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7225142035467734,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7253475925802901,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7281809816138068,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7310143706473237,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7338477596808404,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7366811487143572,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7395145377478739,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7423479267813907,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7451813158149074,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7480147048484243,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.750848093881941,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7536814829154577,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7565148719489745,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7593482609824912,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.762181650016008,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7650150390495247,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7678484280830415,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7706818171165583,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7735152061500751,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7763485951835918,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7791819842171085,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7820153732506253,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.784848762284142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7876821513176588,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7905155403511755,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7933489293846924,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7961823184182091,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.7990157074517259,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.8018490964852426,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.8046824855187593,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.8075158745522761,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.8103492635857928,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
0.8131826526193097,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3155373990224097,0
